level,key,class,budget_ms,completed_depth,nodes,nps,ebf_approx,qsearch_ratio,eval_per_node,movegen_per_node,make_unmake_per_node,pseudo_to_legal_ratio,tt_hit_rate,tt_cutoff_rate,tt_store_per_probe,lmr_research_rate,null_research_rate,aspiration_retry_per_iter,futility_pruned,qsearch_see_prune_rate,aborted_iteration_depth
position,piece_03,piece_endgame,1000,7.0,303127.0,309311.0,5.995981,0.6441029667433122,0.613990175734923,3.196851484691235,49.218175880076664,1.4968681239207875,0.30021887367130706,0.000771691883235506,0.9992044061557793,0.0,0.0,0.0,0.0,0.0,8.0
position,piece_03,piece_endgame,3000,8.0,1095167.0,372505.0,5.687679,0.8290662519962709,0.7666848982849191,3.4634325175977727,42.140756615201155,1.594067363045195,0.1245388444795119,0.00032269669143274404,0.9996685290782866,0.0,0.0,0.0,0.0,0.0,9.0
position,qless_01,queenless_middlegame,100,4.0,17838.0,182012.0,11.556772,0.868987554658594,0.9511716560152483,2.766677878685951,129.26325821280412,1.1341703894185655,0.2038649394775961,0.00021235931195582927,0.9994547437295529,0.10344827586206896,0.0,0.0,835.0,0.5264339661155338,5.0
position,qless_01,queenless_middlegame,500,5.0,91260.0,186243.0,9.818748,0.8309007232084156,0.9634341442033749,2.7323142669296514,122.2456936226167,1.138343505740063,0.2130412633723892,0.00013099483298158795,0.9996655264158115,0.0425531914893617,0.7,0.0,7743.0,0.5021073335206518,6.0
position,qless_01,queenless_middlegame,1000,6.0,160271.0,169792.0,7.370141,0.8028963443168134,0.9584017071085849,2.668155811094958,117.56687111205396,1.160520648223605,0.24442006438733116,8.093379615474542e-05,0.999721228035467,0.0425531914893617,0.6875,0.0,11308.0,0.47857090527241203,0.0
position,qless_01,queenless_middlegame,3000,6.0,520118.0,176910.0,8.967753,0.8513452716498948,0.9535161568702656,2.7706261386518363,122.34152075942085,1.165983281941076,0.10061448699646204,0.00011638011296629632,0.9997801708977303,0.020833333333333332,0.4852941176470588,0.0,74934.0,0.4424991913497528,7.0
position,qless_02,queenless_middlegame,100,4.0,19907.0,203126.0,11.878222,0.8625106746370623,0.9791028281509017,3.156779022454413,105.69749334404983,1.213605079958274,0.2519896936730604,0.0010306326939593473,0.9987311108547698,0.043478260869565216,0.0,0.0,3324.0,0.528923988153998,5.0
position,qless_02,queenless_middlegame,500,5.0,108724.0,221883.0,10.168692,0.8138773407895221,0.9793145947536882,3.1188881939590156,105.01780655605019,1.2166944031470954,0.16827622014537902,0.00023883696780893044,0.9996200646916876,0.03333333333333333,0.8,0.0,25606.0,0.5336652346729835,6.0
position,qless_02,queenless_middlegame,1000,5.0,187977.0,191812.0,11.34543,0.7213701676268905,0.9792634205248515,2.950584380003937,109.92412901578385,1.195919637704604,0.2184389319007742,0.00014048203662305616,0.9996536091495801,0.03333333333333333,0.7837837837837838,0.0,40770.0,0.568210612609927,6.0
position,qless_02,queenless_middlegame,3000,6.0,641680.0,218258.0,9.287235,0.8325302331380127,0.9733543199102356,3.176736067821967,103.6696297219798,1.2406207399638023,0.12083342030013984,0.0007566112166308363,0.999139028615558,0.019230769230769232,0.5578947368421052,0.0,253132.0,0.4909115079540923,7.0
position,qless_03,queenless_middlegame,100,5.0,21980.0,224274.0,7.385936,0.8465423111919927,0.9884895359417653,2.7392174704276617,95.87606915377616,1.0876264904298714,0.19458618543870565,0.0013067828251400123,0.9983198506533915,0.0,0.0,0.0,10996.0,0.38812080018537115,6.0
position,qless_03,queenless_middlegame,500,6.0,101880.0,207904.0,6.834103,0.7514679976512038,0.9821358460934433,2.7678347074990186,99.46415390655673,1.1110378104243022,0.1561049690195602,0.0002672822257319888,0.9993682420119062,0.0,0.5476190476190477,0.0,91874.0,0.3972813608849927,7.0
position,qless_03,queenless_middlegame,1000,6.0,200396.0,204484.0,7.649766,0.784945807301543,0.9865067167009322,2.8961350021819334,103.22862731791054,1.104236535744332,0.12014735998575372,0.00012242899118511264,0.9996327130264446,0.0,0.5,0.0,200831.0,0.3942216029918604,7.0
